Weekday,2020,2019
Dec_20,1064619,2519399
Dec_19,1073563,2487987
Dec_18,1066747,2608088
Dec_17,846934,2471408
Dec_16,641966,2234374
Dec_15,552024,2009112
Dec_14,752451,2250386
Dec_13,865014,2300248
Dec_12,662380,1893871
Dec_11,787489,2388029
Dec_10,754307,2362310
Dec_9,564372,2020488
Dec_8,501513,0
Dec_7,703546,0
Dec_6,837137,2292079
Dec_5,629430,1755801
Dec_4,753951,2278205
Dec_3,738050,2262878
Dec_2,632356,2054380
Dec_1,780283,2280403
Nov_30,981912,2591470
Nov_29,1176091,2882915
Nov_28,964630,2648268
Nov_27,820399,1968137
Nov_26,560902,1591158
Nov_25,1070967,2624250
Nov_24,912090,2435170
Nov_23,917354,2254188
Nov_22,1047934,2321546
Nov_21,984369,2194291
Nov_20,1019836,2550459
Nov_19,907332,2428095
Nov_18,703135,2071631
Nov_17,611497,1900895
Nov_16,883157,2298856
Nov_15,978297,2396681
Nov_14,697360,1807230
Nov_13,881579,2437211
Nov_12,866679,2364920
Nov_11,674633,2072207
Nov_10,596475,2150003
Nov_9,836600,2465392
Nov_8,973020,2356349
Nov_7,689951,1908805
Nov_6,895091,2544350
Nov_5,867105,2507365
Nov_4,636533,2147882
Nov_3,575829,2005101
Nov_2,846138,2403304
Nov_1,936092,2459525
Oct_31,618476,1836781
Oct_30,892712,2319906
Oct_29,873636,2047910
Oct_28,666957,2066516
Oct_27,648517,1910506
Oct_26,898735,2347017
Oct_25,983745,2478287
Oct_24,755287,1931971
Oct_23,958437,2594337
Oct_22,934386,2541581
Oct_21,694150,2245199
Oct_20,662484,2126637
Oct_19,921031,2514673
Oct_18,1031505,2606266
Oct_17,788743,2049855
Oct_16,973046,2637667
Oct_15,950024,2581007
Oct_14,717940,2317763
Oct_13,680894,2313632
Oct_12,958440,2616771
Oct_11,984234,2555333
Oct_10,769868,2074718
Oct_9,968545,2688032
Oct_8,936915,2605291
Oct_7,668519,2215233
Oct_6,590766,2035628
Oct_5,816838,2400153
Oct_4,900911,2542118
Oct_3,677661,1921185
Oct_2,857186,2526835
Oct_1,855908,2447687
Sep_30,634046,2082179
Sep_29,568688,1998980
Sep_28,797699,2368818
Sep_27,873038,2452596
Sep_26,659350,1966234
Sep_25,826329,2547611
Sep_24,826316,2510926
Sep_23,608726,2188236
Sep_22,549741,2033490
Sep_21,769936,2431388
Sep_20,847968,2517826
Sep_19,638575,1938402
Sep_18,812214,2571924
Sep_17,784746,2455410
Sep_16,577847,2146857
Sep_15,522383,2013050
Sep_14,729558,2405832
Sep_13,809850,2485134
Sep_12,613703,1879822
Sep_11,731353,2484025
Sep_10,755051,2449302
Sep_9,616923,2005867
Sep_8,704075,1943379
Sep_7,935308,2292985
Sep_6,689630,2370003
Sep_5,664640,1755502
Sep_4,968673,2198828
Sep_3,877698,2109858
Sep_2,578131,1889044
Sep_1,516068,2037750
Aug_31,711178,2278159
Aug_30,807695,1887845
Aug_29,591734,1954902
Aug_28,738873,2658558
Aug_27,721060,2561109
Aug_26,540043,2188688
Aug_25,526186,2015088
Aug_24,726788,2358007
Aug_23,841806,2493162
Aug_22,625822,2039233
Aug_21,764468,2559244
Aug_20,772380,2533184
Aug_19,586718,2306868
Aug_18,565946,2247446
Aug_17,773319,2576965
Aug_16,862949,2584444
Aug_15,689895,2171962
Aug_14,783744,2627564
Aug_13,761821,2602446
Aug_12,590749,2391906
Aug_11,559420,2306829
Aug_10,761861,2567986
Aug_9,831789,2647897
Aug_8,683212,2290340
Aug_7,762547,2725000
Aug_6,743599,2707986
Aug_5,595739,2430094
Aug_4,543601,2387115
Aug_3,737235,2619406
Aug_2,799861,2688640
Aug_1,709033,2367967
Jul_31,767320,2730936
Jul_30,718310,2742882
Jul_29,573200,2542365
Jul_28,536756,2438967
Jul_27,700043,2613346
Jul_26,751205,2700723
Jul_25,649027,2364925
Jul_24,724770,2732770
Jul_23,704815,2705399
Jul_22,570951,2561911
Jul_21,530421,2499460
Jul_20,695330,2635312
Jul_19,747422,2727355
Jul_18,646654,2396462
Jul_17,720378,2776960
Jul_16,706164,2716828
Jul_15,589285,2522563
Jul_14,540268,2447177
Jul_13,697985,2615115
Jul_12,754545,2669717
Jul_11,656284,2312178
Jul_10,711124,2716812
Jul_9,709653,2608209
Jul_8,632498,2515902
Jul_7,641761,2506859
Jul_6,755555,2748718
Jul_5,732123,2795369
Jul_4,466669,2345846
Jul_3,718988,2184253
Jul_2,764761,2088760
Jul_1,626516,2547889
Jun_30,500054,2347767
Jun_29,625235,2455536
Jun_28,633810,2632030
Jun_27,546310,2368846
Jun_26,632984,2730515
Jun_25,623624,2711222
Jun_24,494826,2594661
Jun_23,471421,2506510
Jun_22,607540,2716428
Jun_21,590456,2719643
Jun_20,507129,2378559
Jun_19,587908,2772903
Jun_18,576514,2728786
Jun_17,441829,2552395
Jun_16,417924,2466574
Jun_15,534528,2699580
Jun_14,544046,2642083
Jun_13,437119,2318946
Jun_12,519304,2727860
Jun_11,502209,2675686
Jun_10,386969,2509058
Jun_9,338382,2433189
Jun_8,430414,2664981
Jun_7,441255,2669860
Jun_6,353016,2225952
Jun_5,419675,2649808
Jun_4,391882,2623947
Jun_3,304436,2370152
Jun_2,267742,2247421
Jun_1,353261,2499002
May_31,352947,2555578
May_30,268867,2117180
May_29,327133,2570613
May_28,321776,2485770
May_27,261170,2269035
May_26,264843,2453649
May_25,340769,2512237
May_24,267451,2070716
May_23,253190,2124825
May_22,348673,2792670
May_21,318449,2673635
May_20,230367,2472123
May_19,190477,2312727
May_18,244176,2615691
May_17,253807,2620276
May_16,193340,2091116
May_15,250467,2664549
May_14,234928,2611324
May_13,176667,2343675
May_12,163205,2191387
May_11,215645,2512315
May_10,200815,2419114
May_9,169580,1985942
May_8,215444,2602631
May_7,190863,2555342
May_6,140409,2270662
May_5,130601,2106597
May_4,163692,2470969
May_3,170254,2512598
May_2,134261,1968278
May_1,171563,2546029
Apr_30,154695,2499461
Apr_29,119629,2256442
Apr_28,110913,2102068
Apr_27,119854,2412770
Apr_26,128875,2506809
Apr_25,114459,1990464
Apr_24,123464,2521897
Apr_23,111627,2526961
Apr_22,98968,2254209
Apr_21,92859,2227475
Apr_20,99344,2594171
Apr_19,105382,2356802
Apr_18,97236,1988205
Apr_17,106385,2457133
Apr_16,95085,2616158
Apr_15,90784,2317381
Apr_14,87534,2208688
Apr_13,102184,2484580
Apr_12,90510,2446801
Apr_11,93645,2059142
Apr_10,108977,2590499
Apr_9,104090,2487398
Apr_8,94391,2229276
Apr_7,97130,2091056
Apr_6,108310,2384091
Apr_5,122029,2462929
Apr_4,118302,2011715
Apr_3,129763,2476884
Apr_2,124021,2411500
Apr_1,136023,2151626
Mar_31,146348,2026256
Mar_30,154080,2360053
Mar_29,180002,2510294
Mar_28,184027,2172920
Mar_27,199644,2538384
Mar_26,203858,2487162
Mar_25,239234,2273811
Mar_24,279018,2151913
Mar_23,331431,2434370
Mar_22,454516,2542643
Mar_21,548132,2227181
Mar_20,593167,2559307
Mar_19,623608,2439912
Mar_18,785110,2249279
Mar_17,983226,2120419
Mar_16,1258772,2393485
Marn15,1519442,2475581
Mar_14,1486940,2208044
Mar_13,1716560,2559206
Mar_12,1790791,2428447
Mar_11,1705948,2117791
Mar_10,1619863,2053707
Mar_9,1911921,2306406
Mar_8,2121424,2415105
Mar_7,1850314,2090427
Mar_6,2203716,2471524
Mar_5,2133245,2333383
Mar_4,1885349,2080093
