ten_largest_private_equity_(PE)_deals_in_Central_and_Eastern_Europe_(CEE),2018,2019
Central_European_Media_Enterprises_(CME)_(_Czech_Republic;_Romania;_Slovakia;_Bulgaria;_Slovenia)-_PPF_Group,0,1.89
innogy_Grid_Holding_(IGH)_(Czech_Republic)-_Allianz;_Macquarie_Group;_British_Columbia_Investment_Management,0,1.8
Vivacom_(Bulgaria)-_BC_Partners_Holdings,0,1.28
DCT_Gdansk_(Poland)-Temasek_Holdings;_Polski_Fundusz_Rozwoju;_Industry_Super_Holdings,0,1.18
Avito_(Russia)-_Naspers,0,1.02
CEE_operations_of_Alvogen_(Bulgaria;_Hungary;_Poland;_Romania;_Russia;_Serbia)-_Advent_International,0,0.9
M7_Group_operations_in_CEE/SEE_(Czech_Republic;_Slovakia;_Romania;_Hungary)-_Vivendi,0,0.7
Lenta_(Russia)-_Severgroup,0,0.65
Nginx_(Russia)-_F5_Networks,0,0.6
Galleria_shopping_mall_in_St._Petersburg_(Russia)-_Mubadala_Investment,0,0.58
