Year,2013,2063
0_to_4_years,1921.4,2565.2
5_to_9_years,1883.5,2632.6
10_to_14_years,1869.2,2675.3
15_to_19_years,2179.0,2751.4
20_to_24_years,2446.7,2895.5
25_to_29_years,2409.2,2942.1
30_to_34_years,2435.2,3061.7
35_to_39_years,2326.9,3190.9
40_to_44_years,2371.7,3244.3
45_to_49_years,2568.7,3175.2
50_to_54_years,2754.7,3065.5
55_to_59_years,2502.1,2904.9
60_to_64_years,2110.3,2755.0
65_to_69_years,1747.1,2824.0
70_to_74_years,1256.3,2764.6
75_to_79_years,946.0,2480.6
80_to_84_years,728.2,2144.5
85_to_89_years,452.9,1558.3
90_to_94_years,200.6,875.5
95_to_99_years,41.5,308.3
100_years_and_over,6.9,62.1
