Response,2014,2015
Protecting_customer_information,31,34
Protecting_the_organisation's_reputation,14,21
Preventing_downtime_and_outages,13,11
Protecting_intellectual_property,12,10
Complying_with_laws/regulations,13,10
Maintaining_data_integrity,7,5
Government_cyber_security_initiatives,0,2
Enabling_business_opportunities,2,2
Business_continuity_in_a_disaster_situation,4,2
Improving_efficiency/cost_reduction,3,1
Suffered_a_serious_security_breach,0,1
Protecting_other_assets_(e.g._cash)_from_theft,1,1
