per_week_in_2020,2020,Average_2015-2019
Week_50,74,249
Week_49,231,253
Week_48,273,245
Week_47,280,241
Week_46,265,236
Week_45,238,242
Week_44,240,236
Week_43,224,242
Week_42,230,231
Week_41,220,234
Week_40,221,229
Week_39,223,226
Week_38,216,225
Week_37,218,222
Week_36,216,227
Week_35,212,222
Week_34,225,220
Week_33,216,219
Week_32,224,218
Week_31,221,226
Week_30,219,223
Week_29,216,225
Week_28,224,223
Week_27,223,226
Week_26,238,221
Week_25,238,221
Week_24,246,214
Week_23,250,224
Week_22,237,224
Week_21,274,222
Week_20,284,229
Week_19,312,234
Week_18,320,237
Week_17,324,247
Week_16,361,250
Week_15,367,250
Week_14,340,259
Week_13,291,258
Week_12,266,261
Week_11,247,271
Week_10,261,280
Week_9,254,284
Week_8,254,283
Week_7,261,272
Week_6,247,272
Week_5,264,273
Week_4,247,278
Week_3,261,279
Week_2,270,278
Week_1,270,290
