Month,Number_of_cases
Jan_6_2021,31
Jan_5_2021,28
Jan_4_2021,24
Jan_3_2021,35
Jan_2_2021,33
Jan_1_2021,30
Dec_31_2020,30
Dec_30_2021,27
Dec_29_2020,13
Dec_28_2020,5
Dec_27_2020,5
Dec_26_2020,10
Dec_25_2020,14
Dec_24_2020,13
Dec_23_2020,21
Dec_22_2020,29
Dec_21_2020,10
Dec_20_2020,19
Dec_19_2020,17
Dec_18_2020,9
Dec_17_2020,24
Dec_16_2020,12
Dec_15_2020,16
Dec_14_2020,5
Dec_13_2020,7
Dec_12_2020,8
Dec_11_2020,8
Dec_10_2020,6
Dec_9_2020,6
Dec_8_2020,12
Dec_7_2020,13
Dec_6_2020,5
Dec_5_2020,13
Dec_4_2020,3
Dec_3_2020,9
Dec_2_2020,2
Dec_1_2020,10
Nov_30_2020,5
Nov_29_2020,8
Nov_28_2020,6
Nov_27_2020,4
Nov_26_2020,5
Nov_25_2020,7
Nov_24_2020,18
Nov_23_2020,5
Nov_22_2020,12
Nov_21_2020,5
Nov_20_2020,4
Nov_19_2020,4
Nov_18_2020,5
Nov_17_2020,6
Nov_16_2020,5
Nov_15_2020,3
Nov_14_2020,2
Nov_13_2020,12
Nov_12_2020,11
Nov_11_2020,18
Nov_10_2020,9
Nov_9_2020,8
Nov_8_2020,2
Nov_7_2020,7
Nov_6_2020,4
Nov_5_2020,7
Nov_4_2020,7
Nov_3_2020,9
Nov_2_2020,1
Nov_1_2020,4
Oct_31_2020,12
Oct_30_2020,9
Oct_29_2020,7
Oct_28_2020,7
Oct_27_2020,7
Oct_26_2020,3
Oct_25_2020,5
Oct_24_2020,14
Oct_23_2020,10
Oct_22_2020,8
Oct_21_2020,12
Oct_20_2020,6
Oct_19_2020,4
Oct_18_2020,7
Oct_17_2020,3
Oct_16_2020,9
Oct_15_2020,3
Oct_14_2020,5
Oct_13_2020,4
Oct_12_2020,4
Oct_11_2020,10
Oct_10_2020,7
Oct_9_2020,10
Oct_8_2020,9
Oct_7_2020,10
Oct_6_2020,11
Oct_5_2020,7
Oct_4_2020,12
Oct_3_2020,6
Oct_2_2020,10
Oct_1_2020,19
Sep_30_2020,23
Sep_29_2020,27
Sep_28_2020,15
Sep_27_2020,15
Sep_26_2020,20
Sep_25_2020,11
Sep_24_2020,15
Sep_23_2020,12
Sep_22_2020,21
Sep_21_2020,31
Sep_20_2020,18
Sep_19_2020,15
Sep_18_2020,11
Sep_17_2020,18
Sep_16_2020,27
Sep_15_2020,34
Sep_14_2020,48
Sep_13_2020,4
Sep_12_2020,4
Sep_11_2020,10
Sep_10_2020,7
Sep_9_2020,10
Sep_8_2020,9
Sep_7_2020,10
Sep_6_2020,11
Sep_5_2020,7
Sep_4_2020,12
Sep_3_2020,6
Sep_2_2020,10
Sep_1_2020,19
Aug_31_2020,23
Aug_30_2020,27
Aug_29_2020,15
Aug_28_2020,15
Aug_27_2020,20
Aug_26_2020,11
Aug_25_2020,15
Aug_24_2020,12
Aug_23_2020,21
Aug_22_2020,31
Aug_21_2020,18
Aug_20_2020,15
Aug_19_2020,11
Aug_18_2020,18
Aug_17_2020,27
Aug_16_2020,34
Aug_15_2020,48
Aug_14_2020,49
Aug_13_2020,42
Aug_12_2020,86
Aug_11_2020,63
Aug_10_2020,75
Aug_9_2020,47
Aug_8_2020,22
Aug_7_2020,40
Aug_6_2020,34
Aug_5_2020,40
Aug_4_2020,48
Aug_3_2020,49
Aug_2_2020,40
Aug_1_2020,41
Jul_31_2020,54
Jul_30_2020,51
Jul_29_2020,94
Jul_28_2020,77
Jul_27_2020,60
Jul_26_2020,31
Jul_25_2020,51
Jul_24_2020,87
Jul_23_2020,50
Jul_22_2020,117
Jul_21_2020,68
Jul_20_2020,93
Jul_19_2020,100
Jul_18_2020,91
Jul_17_2020,86
Jul_16_2020,81
Jul_15_2020,83
Jul_14_2020,102
Jul_13_2020,42
Jul_12_2020,61
Jul_11_2020,188
Jul_10_2020,175
Jul_9_2020,132
Jul_8_2020,242
Jul_7_2020,301
Jul_6_2020,908
Jul_5_2020,295
Jul_4_2020,226
Jul_3_2020,313
Jul_2_2020,307
Jul_1_2020,396
Jun_30_2020,278
Jun_29_2020,334
Jun_28_2020,359
Jun_27_2020,469
Jun_26_2020,481
Jun_25_2020,513
Jun_24_2020,277
Jun_23_2020,354
Jun_22_2020,310
Jun_21_2020,399
Jun_20_2020,123
Jun_19_2020,257
Jun_18_2020,202
Jun_17_2020,247
Jun_16_2020,151
Jun_15_2020,214
Jun_14_2020,407
Jun_13_2020,347
Jun_12_2020,463
Jun_11_2020,422
Jun_10_2020,451
Jun_9_2020,218
Jun_8_2020,389
Jun_7_2020,383
Jun_6_2020,344
Jun_5_2020,261
Jun_4_2020,517
Jun_3_2020,569
Jun_2_2020,544
Jun_1_2020,408
May_31_2020,518
May_30_2020,506
May_29_2020,611
May_28_2020,373
May_27_2020,533
May_26_2020,383
May_25_2020,344
May_24_2020,548
May_23_2020,642
May_22_2020,614
May_21_2020,448
May_20_2020,570
May_19_2020,451
May_18_2020,305
May_17_2020,682
May_16_2020,465
May_15_2020,793
May_14_2020,752
May_13_2020,675
May_12_2020,884
May_11_2020,486
May_10_2020,876
May_9_2020,753
May_8_2020,768
May_7_2020,741
May_6_2020,788
May_5_2020,632
May_4_2020,573
May_3_2020,657
May_2_2020,447
May_1_2020,932
Apr_30_2020,528
Apr_29_2020,690
Apr_28_2020,528
Apr_27_2020,799
Apr_26_2020,931
Apr_25_2020,618
Apr_24_2020,897
Apr_23_2020,1037
Apr_22_2020,1016
Apr_21_2020,1111
Apr_20_2020,1426
Apr_19_2020,596
Apr_18_2020,942
Apr_17_2020,623
Apr_16_2020,728
Apr_15_2020,447
Apr_14_2020,334
Apr_13_2020,386
Apr_12_2020,233
Apr_11_2020,191
Apr_10_2020,198
Apr_9_2020,297
Apr_8_2020,142
Apr_7_2020,106
Apr_6_2020,66
Apr_5_2020,120
Apr_4_2020,75
Apr_3_2020,65
Apr_2_2020,49
Apr_1_2020,74
Mar_31_2020,47
Mar_30_2020,35
Mar_29_2020,42
Mar_28_2020,70
Mar_27_2020,49
Mar_26_2020,52
Mar_25_2020,73
Mar_24_2020,49
Mar_23_2020,54
Mar_22_2020,23
Mar_21_2020,47
Mar_20_2020,40
Mar_19_2020,32
Mar_18_2020,47
Mar_17_2020,23
Mar_16_2020,17
Mar_15_2020,14
Mar_14_2020,12
Mar_13_2020,13
Mar_12_2020,9
Mar_11_2020,12
Mar_10_2020,6
Mar_9_2020,10
Mar_8_2020,12
Mar_7_2020,8
Mar_6_2020,13
Mar_5_2020,5
Mar_4_2020,2
Mar_3_2020,3
Mar_2_2020,2
Mar_1_2020,4
Feb_29_2020,4
Feb_28_2020,2
Feb_27_2020,3
Feb_26_2020,2
Feb_25_2020,1
Feb_24_2020,1
Feb_23_2020,0
Feb_22_2020,3
Feb_21_2020,1
Feb_20_2020,1
Feb_19_2020,3
Feb_18_2020,4
Feb_17_2020,2
Feb_16_2020,3
Feb_15_2020,5
Feb_14_2020,9
Feb_13_2020,8
Feb_12_2020,3
Feb_11_2020,2
Feb_10_2020,2
Feb_9_2020,3
Feb_8_2020,7
Feb_7_2020,3
Feb_6_2020,2
Feb_5_2020,4
Feb_4_2020,6
Feb_3_2020,0
Feb_2_2020,0
Feb_1_2020,2
Jan_31_2020,3
Jan_30_2020,3
Jan_29_2020,3
Jan_28_2020,2
Jan_27_2020,1
Jan_26_2020,0
Jan_25_2020,1
Jan_24_2020,2
Jan_23_2020,1
