week,2019,2020
Week_47,80,78
Week_46,96,72
Week_45,94,84
Week_44,80,66
Week_43,79,78
Week_42,78,77
Week_41,96,76
Week_40,98,87
Week_39,94,81
Week_38,90,71
Week_37,69,58
Week_36,83,53
Week_35,96,70
Week_34,73,44
Week_33,67,49
Week_32,43,26
Week_31,35,21
Week_30,37,34
Week_29,44,56
Week_28,63,63
Week_27,98,81
Week_26,108,71
Week_25,94,82
Week_24,64,64
Week_23,82,77
Week_22,60,106
Week_21,89,66
Week_20,73,59
Week_19,79,73
Week_18,79,57
Week_17,59,68
Week_16,16,55
Week_15,103,19
Week_14,76,79
Week_13,103,62
Week_12,82,45
Week_11,106,101
Week_10,88,90
Week_9,89,82
Week_8,78,81
Week_7,81,107
Week_6,67,81
Week_5,85,87
Week_4,61,75
Week_3,70,67
Week_2,89,106
Week_1,50,32
