Category,2015,2016
Creative_Data_Lions,619,715
Creative_Effectiveness_Lions,160,109
Cyber_Lions,3738,2886
Design_Lions,2409,2857
Digital_Craft_Lions,0,1150
Direct_Lions,2813,3097
Entertainment_Lions,1394,1843
Entertainment_Lions_for_Music,0,637
Film_Lions,3070,2801
Film_Craft_Lions,2205,2315
Glass:_The_Lion_for_Change,166,155
Health_and_Wellness_Lions,1430,2024
Innovation_Lions,226,381
Integrated_Lions,0,279
Media_Lions,3179,2986
Mobile_Lions,1246,1259
Outdoor_Lions,5037,5365
Pharma_Lions,432,583
PR_Lions,1969,2224
Print_&_Publishing_Lions,4470,3775
Product_Design_Lions,280,538
Promo_&_Activation_Lions,3196,3458
Radio_Lions,1720,1410
Titanium_Lions,374,254
TOTAL,40133,43101
